Truck Number,System,Field,Action,Reconciliation Required,Desired Owner,Desired Value,Current/Before Value,Status,Issue Bucket,Rule,Created (UTC)
197435,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
198420,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
202601,HOLMAN,assignment,assign,Assign HOLMAN assignment -> acook14,acook14,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
202602,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
202603,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
202604,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
202605,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
202606,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
202609,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
202610,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
202611,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
202612,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
207435,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
208035,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
208420,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
217435,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
218169,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
218206,HOLMAN,assignment,assign,Assign HOLMAN assignment -> eares,eares,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
218420,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
269700,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
373230,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
473230,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
476604,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
476605,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
476607,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
476608,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
476609,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
708402,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
708801,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
708802,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
710801,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
710802,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
710803,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
710804,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
732301,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
732302,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
743501,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
743502,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
761412,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
767001,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
767002,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
767003,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
767004,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
767005,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
803502,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
803503,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
803504,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
803505,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
809605,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
810703,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
810704,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
810705,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
810706,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
815802,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
815803,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
815817,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
816901,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
818101,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
818102,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
820601,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
820602,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
822802,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
822806,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
822809,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
822810,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
836601,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
836602,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
840901,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
840902,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
840903,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
842001,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
842002,HOLMAN,assignment,assign,Assign HOLMAN assignment -> jbasing,jbasing,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
855501,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
870841,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
870842,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
870843,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
966599,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
970099,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
970102,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
970199,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
970841,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
970881,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
970882,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
972799,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
974351,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
974352,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
979899,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
979951,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
979952,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
979953,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
979954,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
979955,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
979956,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
979957,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
979958,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
981851,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
982061,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
982062,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
982286,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
983661,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
983662,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
006585,WMS,assignment,clear,Clear WMS assignment,,^null^,gpaulse,verification_pending,,WMS_GHOST_CLEAR,2026-06-22 11:50:51
021503,WMS,assignment,clear,Clear WMS assignment,,^null^,kgriff0,verification_pending,,WMS_GHOST_CLEAR,2026-06-22 11:50:51
023537,WMS,assignment,assign,Assign WMS assignment -> cgroce,cgroce,,,held,,WMS_ASSIGN,2026-06-22 11:50:51
024324,WMS,assignment,assign,Assign WMS assignment -> mdellin,mdellin,,,flagged,,WMS_MISSING_FLAG,2026-06-22 11:50:51
036785,WMS,assignment,clear,Clear WMS assignment,,^null^,jrubio1,verification_pending,,WMS_GHOST_CLEAR,2026-06-22 11:50:51
061055,WMS,cost_center,cost_center,Cost_Center WMS cost_center,,03580,04766,skipped,,COSTCENTER_FIX,2026-06-22 11:50:51
061064,WMS,assignment,clear,Clear WMS assignment,,^null^,jfrye1,verification_pending,,WMS_GHOST_CLEAR,2026-06-22 11:50:51
061242,WMS,assignment,clear,Clear WMS assignment,,^null^,rgray2,verification_pending,,WMS_GHOST_CLEAR,2026-06-22 11:50:51
061269,WMS,cost_center,cost_center,Cost_Center WMS cost_center,,08366,08184,skipped,,COSTCENTER_FIX,2026-06-22 11:50:51
061579,WMS,assignment,clear,Clear WMS assignment,,^null^,jlocke,verification_pending,,WMS_GHOST_CLEAR,2026-06-22 11:50:51
061604,WMS,assignment,clear,Clear WMS assignment,,^null^,dromo,verification_pending,,WMS_GHOST_CLEAR,2026-06-22 11:50:51
061735,WMS,assignment,clear,Clear WMS assignment,,^null^,posbor,verification_pending,,WMS_GHOST_CLEAR,2026-06-22 11:50:51
061765,WMS,assignment,clear,Clear WMS assignment,,^null^,jemig,verification_pending,,WMS_GHOST_CLEAR,2026-06-22 11:50:51
061827,WMS,assignment,clear,Clear WMS assignment,,^null^,echave5,verification_pending,,WMS_GHOST_CLEAR,2026-06-22 11:50:51
202601,WMS,assignment,assign,Assign WMS assignment -> acook14,acook14,,,flagged,,WMS_MISSING_FLAG,2026-06-22 11:50:51
218206,WMS,assignment,assign,Assign WMS assignment -> eares,eares,,,flagged,,WMS_MISSING_FLAG,2026-06-22 11:50:51
842002,WMS,assignment,assign,Assign WMS assignment -> jbasing,jbasing,,,flagged,,WMS_MISSING_FLAG,2026-06-22 11:50:51
