Truck Number,System,Field,Action,Reconciliation Required,Desired Owner,Desired Value,Current/Before Value,Status,Issue Bucket,Rule,Created (UTC)
046188,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046193,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046198,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046220,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046222,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046255,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046270,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046281,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046312,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046328,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046337,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046357,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046391,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046419,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046449,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046503,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046526,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046563,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046578,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046602,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046616,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046665,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046670,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046671,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046685,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046713,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046718,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046765,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046787,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046798,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046813,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046818,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046833,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046881,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046882,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
046915,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046917,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046922,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046943,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046955,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
046991,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047005,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047047,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047143,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047148,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047161,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047202,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047213,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047262,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047271,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047300,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047305,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047343,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047348,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047349,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047351,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047355,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047364,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047366,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047390,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
047415,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
048147,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
058147,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
059003,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061009,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061078,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061082,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061103,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061161,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061163,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061184,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061199,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061205,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061245,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061371,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061413,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061415,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061420,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061424,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061429,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061545,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061638,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061639,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061658,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061667,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061680,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061697,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061698,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061714,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061716,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061718,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061734,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061739,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061807,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061809,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
061825,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
078107,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
078206,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
078220,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
088001,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088003,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088004,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088005,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088006,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088007,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088008,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088009,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088011,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088012,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088013,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088014,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088015,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088016,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088017,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088018,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088019,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088024,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088030,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088031,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088032,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088033,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088034,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088040,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088041,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088042,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088043,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088044,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088045,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088060,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088061,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088062,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088063,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088064,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088065,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088066,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088073,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088074,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088078,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088090,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088096,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088106,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088108,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088122,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088126,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088128,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088131,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088133,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088138,HOLMAN,assignment,assign,Assign HOLMAN assignment -> rsalin3,rsalin3,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
088139,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088140,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088146,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088150,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088153,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088155,HOLMAN,assignment,assign,Assign HOLMAN assignment -> lcarlso,lcarlso,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088156,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088159,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088163,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
088170,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088171,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088193,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088212,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088219,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
088221,HOLMAN,assignment,assign,Assign HOLMAN assignment -> mmurph3,mmurph3,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
088223,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088224,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088225,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088230,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088240,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
088252,HOLMAN,assignment,assign,Assign HOLMAN assignment -> jricha0,jricha0,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
088289,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
097108,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
098220,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
09999R,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
107983,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
108220,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
108935,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
117983,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
118147,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
118175,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
118935,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
127983,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
128175,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
128935,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
137983,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
138175,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
138380,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
138935,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
147983,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
148175,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
148380,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
148935,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
156141,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
157983,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
158175,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
158380,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
158935,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
166141,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
167435,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
167744,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
176141,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
177435,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
186141,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
187435,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:52
196141,HOLMAN,assignment,clear,Clear HOLMAN assignment,,,,flagged,,HOLMAN_MISSING_FLAG,2026-06-22 11:50:51
